TITLE,TYPE,GENRES,THEMES,SYNOPSIS,MAIN_PICTURE
Toshokan Sensou: Kakumei no Tsubasa,anime,"['Action', 'Comedy', 'Romance']","['Adult Cast', 'Military']","Following a terror attack in which a helicopter crashed into a nuclear power plant, the Japanese government passes a law expanding the powers of the Media Betterment Committee (MBC). Knowing that the MBC will target author Kurato Touma due to the similarities between one of his novels and the terrorists' actions, journalist Maki Orikuchi asks the Library Defense Force (LDF) to act as his bodyguards.

Meanwhile, the higher-ups of the LDF prepare to indict the MBC on the grounds that parts of its new authority are unconstitutional. With the very existence of the Media Betterment Act coming under scrutiny, the members of the Library Task Force must navigate both their blossoming relationships and the precarious political situation they find themselves in.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/39273l.jpg
Toshokan Sensou: Koi no Shougai,anime,"['Action', 'Comedy', 'Drama', 'Romance']","['Adult Cast', 'Military']","Despite being around a decade older than her, Library Task Force (LTF) member Mikihisa Komaki has been friends with Marie Nakazawa, a girl from his neighborhood, ever since she was little. Their relationship perseveres through thick and thin, and when Marie suddenly develops a hearing impairment during her middle school days, Komaki is there to support herâ€”often by selecting books for her enjoyment.

But one fateful morning, Komaki finds himself arrested by the Media Betterment Committee, which charges him with invading the privacy of a minor due to the supposedly insensitive content of one of his recommended novels. Knowing that what awaits their friend at the ""inquiry"" is more akin to torture, the members of the LTF look for ways to save Komaki before it is too late.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1531/101092l.jpg
Tottemo! Luckyman,anime,"['Comedy', 'Sci-Fi']","['Gag Humor', 'Super Power']",This gag comedy series focused on the adventures of a bizarre superhero powered by special cooking and fights against various aliens and other enemies threatening the planet Earth.,https://cdn.myanimelist.net/images/anime/1130/134623l.jpg
Tottoko Hamtarou,anime,"['Adventure', 'Comedy']",['Anthropomorphic'],"He's small, fluffy, and absolutely adorable: Hamtarou is one perfect little hamster! After moving to a new house with his owner, 5th grader HirokoHaruna, Hamtarou discovers other hamsters and quickly makes friends.

The group of hamster explorers call themselves the Ham-Hams, and there's nowhere they won't go. The Ham-Hams go on crazy adventures all around the city while their owners are away, visiting everything from plays to magical lands of candy. Meanwhile, the humans face their own dramas..

Hamtarou meets a huge cast of different personalities, gets himself intoâ€”and out ofâ€”some pretty tight spots, and even helps Hiroko and her friends out more than once. Through it all, he never stops being unbearably cute. It's Hamtarou time!",https://cdn.myanimelist.net/images/anime/3/21562l.jpg
Tottoko Hamtarou Hai!,anime,['Adventure'],['Anthropomorphic'],"Tottoko Hamutaro Hai! is the sequel to Tottoko Hamutaro, or in English, Hamtaro. The series revolves around the 15 original Ham-Hams in short 5-minute episodes. The Hai! series is animated differently from the original series, most notably, the head-to-body ratio is off, and it is also computer-generated in 3-D. 

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/1048/94783l.jpg
Tou Tiao Dou Shi Ta,anime,['Comedy'],['Idols (Male)'],"Tou Tiao Dou Shi Ta is a story about Yin Shen, a member of the (in)famous idol boygroup FLY. What makes him the center of attention? Why do they call him the ""retarded"" idol? Is it true that he is a jerk to everyone?

(Source: MU)",https://cdn.myanimelist.net/images/anime/1088/136216l.jpg
Touch,anime,"['Drama', 'Romance', 'Sports']","['Love Polygon', 'School', 'Team Sports']","The story centers around three charactersâ€”Uesugi Kazuya, his twin older brother Tatsuya, and Asakura Minami. Kazuya is the darling of his town as he's talented, hardworking, and the ace pitcher for his middle school baseball team. Tatsuya is a hopeless slacker who's been living the life of giving up the spotlight to Kazuya, despite the fact that he may be more gifted than him. Minami is the beautiful childhood girlfriend and for all intents, sister from next door who treats both of them as equals. Society largely assumes Kazuya and Minami will become the perfect couple, including Tatsuya. Yet as time progresses, Tatsuya grows to realize that he's willing to sacrifice anything for the sake of his brother, except at the expense of giving up Minami to Kazuya. And thus the story is told of Tatsuya trying to prove himself over his established younger brother, how it affects the relationship between the three, and both brothers' attempts to make Minami's lifelong dreams come true.",https://cdn.myanimelist.net/images/anime/3/53087l.jpg
Touch 2: Sayonara no Okurimono,anime,"['Drama', 'Romance', 'Sports']",['Team Sports'],"Compilation anime of the second year of the Touch timeline. Plotwise, the anime doesn't have much to do with the series second year.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/8/3046l.jpg
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,anime,"['Drama', 'Sports']","['School', 'Team Sports']","Compilation anime of the third year of the Touch timeline. Contain many important plot differences, added scenes and the complete removal of an important character.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/13/3044l.jpg
Touch: Cross Road - Kaze no Yukue,anime,"['Romance', 'Sports']",['Team Sports'],"Trying to find his own game of baseball, and not that of his brothers, Tatsuya moves to America and pitches for a poor, struggling minor league baseball team called the Emeralds. Meanwhile, Minami is still in Japan, trying to find her own path after quitting gymnastics. Inspired by a photograph of her final performance, she becomes the photographers assisstant.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/13/6176l.jpg
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",anime,"['Romance', 'Sports']",['Team Sports'],"Unsure of Tatsuya's feelings, Minami ponders.",https://cdn.myanimelist.net/images/anime/1300/96421l.jpg
Touch: Sebangou no Nai Ace,anime,"['Drama', 'Romance', 'Sports']",['Team Sports'],"Compilation anime of the first year of Touch timeline. Contains plot differences, added scenes and an alternate ending.

(Source: Crunchyroll)",https://cdn.myanimelist.net/images/anime/4/21457l.jpg
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,anime,['Suspense'],"['Adult Cast', 'High Stakes Game', 'Organized Crime', 'Psychological', 'Strategy Game']","While mahjong is a game that is often played with family and friends, it is also a game that is played in the darkest corners of society. Nangou is a compulsive gambler who has accumulated debt over three million yen. In a last ditch attempt to clear his record, he decides to wager his life on a game of mahjong with the mafia. Unfortunately, as the game progresses, Nangou only moves further from the prize and closer to death.

When all hope seems lost, the game parlor is suddenly intruded upon by Shigeru Akagi, a young boy on the run from the police. Desperate to turn the game around, Nangou hands the game over to Akagi after teaching him a few of the rules. The mafia can only smirk as Akagi sits down to play. However, they soon come to learn that Akagi is a natural-born gambler. An imposing figure who does not fear death. One who is destined to become a legend.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/11/53587l.jpg
Touken Ranbu: Hanamaru,anime,"['Action', 'Comedy', 'Fantasy']",['Historical'],"In the year 2205, a special sage known as Saniwa has the ability to breathe life into inanimate objects. At the same time, dark forces have initiated a plot to travel back in time and change the course of historyâ€”and the only ones capable of stopping them are the Saniwa and their strongest animations: historical Japanese swords, in the form of handsome young men.

Touken Ranbu: Hanamaru opens on the life of Yamatonokami Yasusada, Souji Okita's beloved uchigatana, as he begins his first day at the Saniwa's citadel. Soon reuniting with his old friend, Kashuu Kiyomitsu, the two are caught up in the daily antics of their fellow sword warriors. They never miss an opportunity to have fun, whether it be through wild snowball fights or introducing their newest comrades to the citadel. Of course, when the government calls, the swords are always ready to fulfill their mission of protecting history.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/6/81989l.jpg
Touken Ranbu: Hanamaru - Makuai Kaisouroku,anime,"['Action', 'Comedy', 'Fantasy']",['Historical'],Recap anime of Touken Ranbu: Hanamaru.,https://cdn.myanimelist.net/images/anime/6/87948l.jpg
Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner animes,anime,['Comedy'],['Parody'],Manner animes that aired right before the showing of Touken Ranbu: Hanamaru - Makuai Kaisouroku. The film was only shown for two weeks and each manner anime ran for a week. It shows the characters in chibi form in a theater teaching the viewers good etiquette before watching their film.,https://cdn.myanimelist.net/images/anime/1519/102090l.jpg
Toukiden 2,anime,['Action'],['Mythology'],Promotional anime for Koei-Tecmo game Toukiden 2 by Studio 4Â°C.,https://cdn.myanimelist.net/images/anime/11/80662l.jpg
Toukiden Kiwami,anime,"['Action', 'Fantasy']",['Martial Arts'],A five-minute promotional anime for PlayStation Vita and PlayStation Portable game Toukiden Kiwami. ,https://cdn.myanimelist.net/images/anime/8/65529l.jpg
Toukiden: The Age of Demons - Introduction,anime,['Action'],['Mythology'],"Two siblings are running away from demons which attacked their village. Just when they are cornered, a mysterious female fighter appears and slays the demons. This female fighter turns out to be a Slayer, a demon that fights other demons and is part of a village of Slayers.",https://cdn.myanimelist.net/images/anime/11/58067l.jpg
Toushi Gordian,anime,"['Action', 'Sci-Fi']",['Mecha'],"The Earth had become a wasteland of deserts as the survivors work to rebuild communities. Daigo Otaki is a young orphan raised by his uncle. Becoming an adult, Daigo discovers that Victor City was in fact planned by his father who was a genius scientist. Daigo's sister Saori had been managing it. She plead Daigo to take on the inheritance that Daigo's father left him, a super robot system known as Gordian. Daigo would join the Mechacon mechanic combat 18th regiment unit, an organization of law enforcers that defend Victor City against attacks from the Madokuta organization.

(Source: Gordian Warrior, Wikipedia)",https://cdn.myanimelist.net/images/anime/1898/110642l.jpg
Toushou Daimos,anime,"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",['Mecha'],"The third of Tadao Nagahama's Romance Super Robot Trilogy. (#1: Chou Denji Robo Combattler V, #2: Chou Denji Machine Voltes V)

After the destruction of their home world, the survivors of the planet Barm head toward Earth with the goal of negotiating the purchase of land to emigrate to. Unfortunately, during the negotiations, the Barmian's leader, Leon, is assassinated by his second in command, Olban, and the delegation from Earth is framed for the murder. In the ensuing chaos, Doctor Isamu Ryuuzaki of the Earth delegation is shot and killed.

Shortly after the disastrous end of the talks, the Barmians (called ""Valerians"" in Starbirds) begin a campaign of terror against Earth, lead by Leon's son, Admiral Richter, who deploys a variety of ""Mecha Soldiers"" against the planet's defenses. The only thing standing between the Earthlings and annihilation is the transforming, karate-using super robot, Daimos, and its pilot, Kazuya Ryuuzaki. But that changes when he meets and falls in love with a mysterious girl named Erika, who turns out to be Richter's sister. Over the course of their struggles to reunite, Kazuya and Erika each learn that the other's people are not all evil... and that their own people are not all good.

(Source: AniDB)",https://cdn.myanimelist.net/images/anime/11/79101l.jpg
Tousouchuu: Great Mission,anime,"['Sci-Fi', 'Suspense']",['High Stakes Game'],"The anime series is set in the future when humanity migrated to the Moon due to Earth's climate change. It will incorporate original elements unique to the anime, such as human drama about survival, and will feature a diverse field that blurs countries and eras such as Shibuya, the Edo-period era, and London.

(Source: MAL News, edited)",https://cdn.myanimelist.net/images/anime/1895/133256l.jpg
Toutotsu ni Egypt Shin,anime,"['Comedy', 'Fantasy']",['Mythology'],"During the day, the Egyptian gods take their jobs very seriously. However, in their spare time, the deities enjoy themselves as much as they can by partaking in a wide range of activities. Toutotsu ni Egypt Shin gives insight into the energetic lives of the gods and the sudden chaos they find themselves in on a daily basis. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1955/107042l.jpg
Toutotsu ni Egypt Shin 2,anime,"['Comedy', 'Fantasy']",['Mythology'],Second season of Toutotsu ni Egypt Shin web series.,https://cdn.myanimelist.net/images/anime/1448/122765l.jpg
Towa no Quon 1: Utakata no Kaben,anime,"['Action', 'Sci-Fi', 'Supernatural']",['Super Power'],"Living amongst the rest of humanity, there is a small number of people known as ""Attractors"" that possess strange powers. Fearful of these dangerous mutations, a highly secretive organization named Custos uses cyborgs from a group called WTOC to exterminate Attractors before they can injure anyone or disrupt the social order.

Conversely, inside the theme park Fantasium Garden, there is a hidden group of Attractors who want to save their people from being eradicated by Custos. Led by the ever-optimistic Quon Mitsuchi, the Attractors take on intense fights against Custos's WTOC in the hopes of protecting the existence of their kind.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1092/112800l.jpg
Towa no Quon 2: Konton no Ranbu,anime,"['Action', 'Mystery', 'Sci-Fi', 'Supernatural']",['Super Power'],"After surviving their most recent battle, the Attractors based at Fantasium Garden work to integrate their new members. It is not long, however, before both the Attractors and the Custos notice a mysterious string of murders that all share a connection with flowers. Realizing that the culprit must be an Attractor, the Custos move in to eliminate their target while Quon Mitsuchi plans to save them. Will Quon be able to save an Attractor that is also a serial murderer, or will he ultimately waver in his values?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1159/112801l.jpg
Towa no Quon 3: Mugen no Renza,anime,"['Action', 'Sci-Fi', 'Supernatural']","['Psychological', 'Super Power']",The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,https://cdn.myanimelist.net/images/anime/7/32945l.jpg
Towa no Quon 4: Guren no Shoushin,anime,"['Action', 'Sci-Fi', 'Supernatural']",['Super Power'],The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,https://cdn.myanimelist.net/images/anime/1014/94473l.jpg
Towa no Quon 5: Souzetsu no Raifuku,anime,"['Action', 'Sci-Fi', 'Supernatural']",['Super Power'],The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,https://cdn.myanimelist.net/images/anime/3/34343l.jpg
Towa no Quon 6: Towa no Quon,anime,"['Action', 'Sci-Fi', 'Supernatural']",['Super Power'],The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,https://cdn.myanimelist.net/images/anime/10/35131l.jpg
Toyama Kankou Anime Project,anime,['Slice of Life'],['Historical'],"The Toyama Kankou Anime Project is a visualization of the three most popular tourist spots of the Toyama prefecture: Tateyama Kurobu Alpine Route; firefly squid from the mysterious ocean of the Toyama Bay; Gokayama known for its architectural world heritage Gasshouzukuri. 

The animation is done by PA Works, which is located in Toyama-ken Nanto-shi, and the flash is done by The BERICH, which is a unit that resides in Toyama-ken Uozu-shi. 

Along with a high-definition commentary video of these attractions, this project aims to broadcast the stunning nature of the Toyama prefecture to the world.",https://cdn.myanimelist.net/images/anime/2/28909l.jpg
Track City,anime,['Action'],['Racing'],"Jimmy was a typical boy who liked to play computer games. One day he was playing a game called 'Track City' when suddenly he got transported into the game world! Once he regained consciousness, a woman who apparently is the mayoress of the city explains to him that the world is threaten by a powerful malign virus and her allies and their only hope is to ask for the help of the ""Legendary racer"", the best player of 'Track City"". Things get complicated when Jimmy learns that the game made a mistake and confused him with the Legendary racer! Will Jimmy learn the necessary skills to defeat the viruses that threaten the world? Or will he be erased by the 'big head', the heavenly punisher that annihilates those who cannot achieve victory?",https://cdn.myanimelist.net/images/anime/6/34761l.jpg
Transformers Galaxy Force,anime,"['Adventure', 'Sci-Fi']",['Mecha'],"Forced to abandon their home planet of Cybertron due to the threat of the Blackhole, Optimus Prime prepares to lead his autobot warriors to Earth. Just as they are leaving they are confronted by Vector Prime who warns Optimus Prime of the threat to the galaxy if the four Cyber Planet Keys are not gathered in time. However, Megatron has plans of his own for the universe. As they embark on the search, they land on new planets which are inhabited by different Transformer races as well as the Convoys who lead these planets.",https://cdn.myanimelist.net/images/anime/6/87406l.jpg
Transformers Superlink,anime,"['Adventure', 'Sci-Fi']","['Mecha', 'Space']","It has been 10 years since the fateful battle with Unicron. Many of the Decepticons who fought in the battle against Unicron have joined forces with the Autobos to mine for Energon, an alternate energy source. But a new source of evil has a risen, Alpha Q who plans to steal the Energon from the Autobots with the help of Scorponok and the Terrorcons. This new evil is trying to revive Megatron and Unicron in order to rekindle the old flames of war. 

(Source: ANN)",https://cdn.myanimelist.net/images/anime/11/73878l.jpg
Transformers Superlink Special,anime,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],"Episode 43.5, ""Distribution"", is a comedic special show which commemorates 500 episodes of Transformers in Japan (however, since that total includes assorted Japanese series, the west is still some distance away from this number). When aired in Japan, it did not air in the usual timeslot for Superlink, and is not in any sort of chronological order - It features the Autobots playing a video game training simulator, which they certainly do not have time to do between episodes 42 and 44.

(Source: Wikipedia)",https://cdn.myanimelist.net/images/anime/5/26361l.jpg
Transformers: Car Robots,anime,"['Adventure', 'Comedy', 'Sci-Fi']",['Mecha'],"The evil Gigatron has led his forces of Destrongers to Earth, where they seek to pillage the planet for its vast energy resources in order to fuel their war against the Autobots. If successful, the Destrongers will finally be able to tip the scale of power in the war to their favor, eliminating the Autobots and moving on to conquer the universe. To this end, the Destrongers kidnap the scientist Dr. Ohnishi, Earth's leading scientist on energy and natural resources.

Dr. Oonishi's son, Koji, is contacted by none other than Fire Convoy, who takes the boy on a mission to rescue his father. Although Fire Convoy and the other Autobots fight valiantly, they are unable to rescue the doctor from the Destrongers. Now it is up to the Autobots and Koji to rescue Dr. Oonishi and protect the Earth and its resources from Gigatron and his army.",https://cdn.myanimelist.net/images/anime/13/15126l.jpg
Transformers: Choujin Master Force,anime,"['Action', 'Adventure', 'Sci-Fi']",['Mecha'],"Even though the Decepticons have been driven off Earth, a small team of Autobot Pretenders have remained behind, just in case. Led by Metalhawk (""Hawk"" in his human identity), the Pretenders live among the humans, using their Pretender shells to assume human size and appearance. The Autobots' caution is rewarded: Decepticon Pretenders soon appear, led by a mysterious force called Devil Z. The Autobots and Decepticons soon build up their forces, recruiting humans to become Junior Headmasters and Godmasters (Powermasters).

(Source: ANN) ",https://cdn.myanimelist.net/images/anime/1437/92789l.jpg
Transformers: Theâ˜†Headmasters,anime,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Space']","Headmasters starts with Galvatron leading a new batch of Destrons to wage war on Cybertron, the Destron Headmasters. The Cybertrons are rescued by the arrival of the Cybertron Headmasters, led by Fortress (Cerebros, the head of Fortress Maximus). It is revealed that Fortress Maximus left Cybertron millions of years ago in search of energy, and have finally managed to come home. He explains that the Headmasters are from a planet called Master; the human-sized robots who live there built themselves Transformers-sized bodies. They can then transform themselves into the heads of the robots, and have now joined the Cybertron-Destron war.

(Source: ANN) ",https://cdn.myanimelist.net/images/anime/1535/99038l.jpg
Trapp Ikka Monogatari,anime,"['Drama', 'Romance']","['Childcare', 'Historical', 'Music']","Based on the same story that produced the classic musical 'The Sound of Music', this is the story of Maria, who leaves her life in a convent to take up the responsibility of taking care of Captain Trapp's children.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/2/17856l.jpg
Trapp Ikka Monogatari Specials,anime,"['Drama', 'Romance']","['Childcare', 'Historical', 'Music']",A summary of the Trapp Ikka Monogatari full series aired as a TV specials. ,https://cdn.myanimelist.net/images/anime/5/64139l.jpg
Tribe Cool Crew,anime,['Sports'],"['Music', 'Performing Arts', 'School']","Haneru Tobitatsu is a hyperactive middle schooler with a passion for dancing. Inspired by his idol Jey El, the hottest star in the world of dancing, Haneru practices outside Memorial Hall every day after school. Unbeknownst to him, his ""secret"" practice sessions are being watched by Kanon Otosakiâ€”her true identity being the famous online dancer, Rhythmâ€”who also frequents the same location for practice. When Haneru finds out about this, he shows an immediate interest in teaming up with her.
 
Slowly realizing the joy of performing with others, the duo makes their way into the world of street dancing, where they meet Kumonosuke, Mizuki, and Yuzuru, ultimately forming the dance group ""Tribe Cool Crew."" As they face off against tough competition, they strive to one day realize their dream of sharing the stage with Jey El.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/4/67523l.jpg
Tribe Nine,anime,"['Sci-Fi', 'Sports']",['Team Sports'],"Fed up with society, youngsters all around Neo-Tokyo formed tribes to find their place in the world. However, group loyalty among them grew fierce and often led to violence. As a countermeasure, the government implemented the XB Lawâ€”stating that the tribe conflict is to be resolved through Extreme Baseball. From players using extendable bats to pitchers wearing special equipment, Extreme Baseball is a futuristic version of the sport with modified rules, less restrictions, and bizarre applications of technology.

When a group of youngsters bullies spineless Haru Shirokane, he is saved by an unexpected pair: Shun Kamiya and Taiga. As it turns out, Shun is a star player of Extreme Baseball who leads the Minato Tribe, the top-ranked team in Minato City. Meanwhile, Taiga aims to defeat Shun in hopes of becoming the strongest in the sport. In a string of spontaneous events that allow Shun to discover their potential, Taiga and Haru are roped into joining the Minato Tribe.

As the tribes across Minato City face a new threat led by the mysterious Oujirou Otori, the Minato Tribe might just need the power of their two new rookies to overcome the clutches of evil.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1050/118367l.jpg
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",anime,"['Drama', 'Mystery', 'Sci-Fi']","['Detective', 'Psychological']","Kogorou Akechi is the founder of a private investigation firm known as the Boy Detectives' Club. Together, this group takes on cases both great and small. One of their junior members, Kensuke Hanasaki, is out solving a case one day when he happens upon Yoshio Kobayashi, a mysterious amnesiac boy with an inability to die. After seeing his abilities in action, Kensuke offers Yoshio a deal: join the Boy Detectives' Club and help them solve cases, and in exchange he will find a way to help Yoshio die.

The apathetic Yoshio accepts this deal begrudgingly, unaware of how different his life will become. Although he does not have much use for people, he gradually begins to acknowledge the group as he spends more time with them while solving cases.

Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori follows Akechi and the rest of the Boy Detectives' Club as they solve the various cases they are given, all while combating a hidden threat from the shadowsâ€”""The Fiend with Twenty Faces.""

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/9/81133l.jpg
Trigun,anime,"['Action', 'Adventure', 'Sci-Fi']",['Adult Cast'],"Vash the Stampede is the man with a $$60,000,000,000 bounty on his head. The reason: he's a merciless villain who lays waste to all those that oppose him and flattens entire cities for fun, garnering him the title ""The Humanoid Typhoon."" He leaves a trail of death and destruction wherever he goes, and anyone can count themselves dead if they so much as make eye contactâ€”or so the rumors say. In actuality, Vash is a huge softie who claims to have never taken a life and avoids violence at all costs.

With his crazy doughnut obsession and buffoonish attitude in tow, Vash traverses the wasteland of the planet Gunsmoke, all the while followed by two insurance agents, Meryl Stryfe and Milly Thompson, who attempt to minimize his impact on the public. But soon, their misadventures evolve into life-or-death situations as a group of legendary assassins are summoned to bring about suffering to the trio. Vash's agonizing past will be unraveled and his morality and principles pushed to the breaking point.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/7/20310l.jpg
Trigun Stampede,anime,"['Action', 'Adventure', 'Sci-Fi']",['Adult Cast'],"On the planet Noman's Land, reporters Meryl Stryfe and Roberto De Niro traverse the desert in search of the infamous outlaw Vash the Stampede. But the man they find near the desolate town of Jeneora Rock is a far cry from the lethal terrorist they expect. In reality, Vash is a passive and carefree drifter; he is a proponent of peace, beloved by the residents of the town. His inaccurate reputation actually stems from the widespread atrocities committed by his twin brother Knives Millions. Still, Vash is dubbed ""The Humanoid Typhoon'' due to the tendency for violent chaos to follow in his wake.

Chaos soon arrives in the form of bounty hunters seeking the high price on Vash's head, and their violent pursuit poses great danger to the town and its precious power plant. Thanks to his gunslinging prowess, Vash is able to resist most of these nefarious forces. Yet he must soon face off against the ultimate evil: the unstoppable destructive power of his malevolent brother.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1426/129194l.jpg
Trigun: Badlands Rumble,anime,"['Action', 'Adventure', 'Sci-Fi']",['Adult Cast'],"Vash the Stampede is a contradiction. He has a notorious reputation as ""The Humanoid Typhoon,"" laying anything he comes across to waste on the desolate planet of Gunsmoke. However, Vash is in fact very non-confrontational and kind-hearted, living by a code of pacifism.

Twenty years ago, a high-profile bank heist went sour. The ringleader, Gasback Gallon Getaway, swore to get back at his backstabbing crew and the man who stopped him from killing them: Vash the Stampede. In the present day, the traitorous crew has been living the good life as successful entrepreneurs and politicians. Although two decades have passed, Gasback's bitterness has not waned as he aims to take them down one by one, by any means necessary. 

Just in time to foil Gasback's plot, Vash has arrived in Macca City. Teaming up with the mysterious Amelia Ann McFly, along with the insurance agents Milly Thompson and Meryl Stryfe, Vash is ready to rumble. 

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1930/116400l.jpg
Trinity Blood,anime,"['Action', 'Supernatural']",['Vampire'],"Following Armageddon, an apocalyptic war, mankind faces yet another menace: vampires. The continuous confrontations between the races have split the world into separate factions. The race of vampires, Methuselah, are affiliated with the New Human Empire; whereas the humans, deemed Terrans by the vampires, make up the Vatican Papal State. Furthermore, extremist groups like the Rosenkreuz Order strive to rekindle a war, despite the factions' attempts to avoid direct conflict.

To combat terrorist organizations, the Vatican has implemented the AX unit. Led by Cardinal Caterina Sforza, the AX agents investigate vampire-related disturbances with hopes that the Terrans and the Methuselah will one day achieve peaceful coexistence. Amongst the AX unit is priest Abel Nightroadâ€”a seemingly disoriented but gentle-hearted fellow who is a fierce vampire slayer on the battlefield. Joining the unit as his partner is agent Sister Esther Blanchett, a brave and gentle young nun troubled with a tragic past. 

As the two grow closer, they begin to uncover signs of malicious schemes and dark forces working in the shadows. But the path they walk is riddled with misfortune that might just force them to confront the memories that plague their hearts.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/10/24649l.jpg
Trinity Seven,anime,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']","['Harem', 'School']","One day, the bright red sun stopped shining, causing the ""Breakdown Phenomenon""â€”the destruction of Arata Kasuga's town and the disappearance of the people inhabiting it. All, however, is not yet lost; by utilizing the magical grimoire given to him by his childhood friend and cousin Hijiri Kasuga, Arata's world gets artificially reconstructed.

In order to investigate the phenomenon, Lilith Asami appears before Arata, whose artificial world suddenly disintegrates. He is given two choices: hand over the book, or die. However, Arata chooses the third optionâ€”enrolling in the top-secret magic school Royal Biblia Academy, where six other magical users await him. Together with Lilith, these six form the Trinity Seven, the elite of the school who each bolster their own power and skill.

With the ambition to save Hijiri and the help of his newfound friends, Arata stops at nothing to prevent the destruction of his beloved hometown and to bring his best friend back.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/12/67795l.jpg
Trinity Seven anime 1: Eternity Library to Alchemic Girl,anime,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']","['Harem', 'School']","The film's story begins when Arata inadvertently touches ""Hermes Apocrypha,"" Lilith's Grimoire. Suddenly, he is enveloped by a bright white light, and a girl appears before him. She calls herself Lilim, and treats both Arata and Lilith as her parents. At the same time she appears, something changes in the world. The forbidden Eternal Library awakens. In the Library is sealed the ultimate culmination of Alchemy, the White Demon Lord. The White Demon Lord plots to eliminate Arata and the Trinity Seven to usurp the position of Demon Lord. Bristling with untold power, the White Demon Lord attacks Arata, and triggers a desperate crisis where Arata and the Trinity Seven must save the world in this last battle.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1031/112821l.jpg
Trinity Seven anime 2: Heavens Library to Crimson Lord,anime,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Romance']","['Harem', 'School']","Heavens Library to Crimson Lord brings back Arata, Lilith, and the rest of the Trinity Seven to face off against the greatest enemy in the history of the Trinity Seven; Lilith's own father, who is revealed to be the strongest Demon Lord, challenges Arata who is now a Demon Lord candidate.

(Source: Avex Pictures, edited)",https://cdn.myanimelist.net/images/anime/1215/100764l.jpg
Tropical-Rouge! Precure,anime,"['Action', 'Fantasy']",['Mahou Shoujo'],"It's an exciting day for fashionable teenager Manatsu Natsumi, who is moving into the big city for the first time. Upon arriving, Manatsu is immediately charmed by the city's spectacles. However, things take an unbelievable turn when she encounters Lauraâ€”a real-life mermaid!

Laura is searching for the Precure, a group of radiant warriors who may have the key to rescuing Grand Ocean, Laura's home. This duty soon falls upon Manatsu, whose unwavering determination causes her to awaken as one of the Precure: the vivid Cure Summer. As new friends join the team, Manatsu needs to adapt to her hectic, new life while protecting humanity's liveliness from oceanic invaders! With each battle more difficult than the last, the girls must discover what is truly valuable to them.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/anime/1184/110907l.jpg
Tropical-Rouge! Precure anime: Yuki no Princess to Kiseki no Yubiwa!,anime,"['Action', 'Fantasy']",['Mahou Shoujo'],"The story takes place in the wintry land of Shantia, with Manatsu and the others invited to the land by its princess Sharon. But as they arrive, a mysterious monster attacks Shantia, and it is closed off to outsiders.

(Source: ANN)",https://cdn.myanimelist.net/images/anime/1775/116575l.jpg
Tropical-Rouge! Precure Petit Tobikome! Collaboration â™¡ Dance Party!,anime,['Fantasy'],['Mahou Shoujo'],Short anime screened alongside of Healin' Goodâ™¡Precure anime: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,https://cdn.myanimelist.net/images/anime/1343/114199l.jpg
